"annotation_id","annotator","created_at","disciplina","id","intent_choice","lead_time","question","question_id","split","true_answer","updated_at"
179,"1","2025-09-17T17:25:06.177068Z","Matemática",180,"Procedimental",1.711,"TEXTO DE REFERÊNCIA: A Pesquisa Nacional por Amostra de Domicílios Contínua (PNAD Contínua) revelou que, em 2021, o rendimento médio mensal dos brasileiros caiu para o menor valor já registrado desde 2012. Foram considerados quaisquer tipos de rendimentos. A tabela apresenta a população aproximada e o rendimento médio mensal por região em 2021:

Norte: 19 milhões — R$ 871,00
Nordeste: 58 milhões — R$ 843,00
Centro-Oeste: 17 milhões — R$ 1 534,00
Sudeste: 90 milhões — R$ 1 645,00
Sul: 30 milhões — R$ 1 656,00

Em 2021, qual foi o rendimento médio mensal da população do país, aproximadamente?","b9991d5c44596b7fd513f23d1a8f63f39dd69b621b24c9dd92ca1f33d431918ff553f87aa5dfa928fff383fa3de51e10e4bc4258102a90de7c10c7fbcc1f11af","train","R$ 1 351,64","2025-09-17T17:25:06.177078Z"
180,"1","2025-09-17T17:25:17.988585Z","Matemática",181,"Procedimental",10.819,"TEXTO DE REFERÊNCIA: O plano cartesiano representa as residências de Almir (A), Breno (B), Cleiton (C), Denílson (D) e Éder (E) nos pontos abaixo (colunas 0 a 9; linhas 1 a 7). As casas estão exatamente nas esquinas dos quarteirões quadrados congruentes de lado 500 m. Localizações: A em (3,6), B em (5,4), C em (6,7), D em (7,2), E em (9,4). Manhã: Almir, Breno e Cleiton se encontram em uma esquina equidistante de suas residências, percorrendo apenas pelas ruas (distância de Manhattan). Tarde: Breno, Éder e Denílson se encontram em uma esquina equidistante de suas residências, também percorrendo apenas pelas ruas. Desprezando‑se a largura das ruas, qual a menor distância que Breno deve percorrer do encontro da manhã até o encontro da tarde?","7363c347875acba20609383acc9a72d4907e6168d6d4d2cba039d4167a88ceb5f1d1c0cc5433b88dae764534413f7e063ed508ce63cd97b95e603422b99b1866","train","2 000 m","2025-09-17T17:25:17.988596Z"
181,"1","2025-09-17T17:25:31.049578Z","Ciências da Natureza",182,"Conceitual",11.284,"TEXTO DE REFERÊNCIA: Pesquisadores da Universidade Tecnológica de Nanyang, em Singapura, desenvolveram um dispositivo capaz de bloquear parte do som externo – sem que, para isso, seja necessário manter as janelas fechadas. O sistema funciona de forma similar aos fones de ouvido mais modernos, que cancelam ruídos. Na janela, é implantado um conjunto de caixinhas de som com microfones que detectam ondas sonoras repetidas vindas da rua, como o barulho de vários carros em uma avenida engarrafada. Esses sons ficam registrados no dispositivo. A partir daí, ele começa o trabalho de decifrar a frequência ideal para bloqueá‑lo.

Com base no texto, qual é o fenômeno ondulatório responsável pelo funcionamento do dispositivo descrito?","80e1193b08a5d980c65d593c848ef4fb780ddc31a023938ee9061c28097d206af0741385cd42d619b04d657702c1100e57950d3578d089cf8e9a3cac13c17daa","train","interferência","2025-09-17T17:25:31.049591Z"
182,"1","2025-09-17T17:25:36.998222Z","Ciências da Natureza",183,"Análise de Exemplo",5.006,"TEXTO DE REFERÊNCIA: Pesquisadores da Universidade Estadual de Iowa, nos EUA, observaram que o pólen de milho transgênico pode ser mortal para as borboletas Monarca. Além disso, no México os transgenes contaminaram as variedades crioulas e populações silvestres de milho. [...] São diversos motivos para a preocupação dos transgenes no ambiente.

[...] Entretanto, as dúvidas relacionadas ao impacto desses alimentos, tanto para a saúde como para o meio ambiente, levaram alguns países a não permitirem o cultivo ou a importação de variedades geneticamente modificadas. O Protocolo de Cartagena sobre Biossegurança da Convenção sobre Diversidade Biológica é um acordo internacional sobre biossegurança, que entrou em vigor em 2003, e visa proteger a diversidade biológica dos riscos potenciais de OGMs, e deixa claro que os produtos das novas tecnologias devem basear‑se no princípio da precaução.

DIAS, Rosa Maria. “Transgênicos: potenciais riscos à saúde humana e ao meio ambiente”. Bioikia, ed. 1, 2017.

Pergunta: De acordo com o texto, qual é o impacto ambiental de difícil controle causado pelo uso do pólen transgênico?","3e09d6022cf00ca96faf70e34f14ae918585682e1b109f2e6cfe06fdd7fdfd5f8be712dfa01a91b89c4ea4ba816bd8c5e6804c5cc4888d7710048878372e9ee5","train","contaminação de plantas locais convencionais por meio da polinização cruzada","2025-09-17T17:25:36.998234Z"
183,"1","2025-09-17T17:25:46.017756Z","Linguagens e Códigos",184,"Análise de Exemplo",8.044,"TEXTO DE REFERÊNCIA: A experiência remete à de Nina, personagem de A cidade dos animais, do autor e ilustrador catalão Joan Negrescolor. Do alto da torre, a menina enxerga uma selva inofensiva, seu lugar secreto, cujas trilhas e cheiros conhece bem. Ao transitar pelas páginas ultracoloridas, encontra plantas, amigos bichos e uma série de objetos perdidos, de fios a carros submersos. É que muito sobrou na cidade antigamente habitada pelos humanos, hoje ocupada pela natureza e pelos olhos de Nina, uma contadora de histórias recebida com entusiasmo pelos animais. Nesta fábula sobre a natureza, os animais retratam nossa sociedade e, portanto, as relações distópicas do mundo contemporâneo. Trata-se de um livro imaginativo sobre as histórias que os macacos, as serpentes e os flamingos gostam de ouvir, mas também de uma crítica: com tamanha destruição, chegará o dia em que o bicho‑homem irá sumir do mapa e as histórias serão contadas por outros animais? E que histórias contariam se estivéssemos dispostos a escutá‑los? [...] O livro convida a um tipo de utopia: olhar a natureza não como objeto de curiosidade e domínio, mas lugar de pertencimento e cuidado. Oferece, portanto, uma possibilidade de vínculo emocional e cultural por meio da leitura estética de situações cotidianas e que precisam ser verbalizadas. Em um momento de crise ambiental, em que cresce o distanciamento das crianças em relação à natureza, o livro chega como uma experiência indireta capaz de sensibilizar o olhar para criar conexões, fazendo pontes necessárias para reflexões e construções de vivências amorosas com a terra.

CARAMICO, Thais H. O ponto de vista dos animais. Quatro cinco um, 26 ago. 2022. Disponível em: https://quatrocincoum.folha.uol.com.br. Acesso em: 20 nov. 2022.

Para induzir o leitor a ler o livro resenhado, utiliza‑se como estratégia argumentativa uma referência à crise ambiental, com o objetivo de:","34a90ade7fd97adeda2db944d9119de6ae6e56611b1e4fe6a0494b0bda7e1226d46cbe7d09b8c511a4d2332c29613e59e59f152ebc52f979d872159fee341d47","valid","demonstrar uma implicação da leitura na realidade das crianças.","2025-09-17T17:25:46.017768Z"
184,"1","2025-09-17T17:25:51.616095Z","Linguagens e Códigos",185,"Conceitual",4.733,"TEXTO DE REFERÊNCIA: A situacionalidade é justamente a adequação da manifestação linguística a uma situação comunicativa do texto e está relacionada ao contexto, sempre se referindo ao fato de relacionar o evento textual à situação comunicativa. A situação ajuda a direcionar o sentido do discurso, tanto em sua produção como também em seu entendimento. Essa situação comunicativa interfere diretamente na produção do texto.

Com base no enunciado acima, qual é a consequência da função situacional para a interlocução dos sujeitos?","9d5a45f4e82fecd111d9598a2b4cc658dcfc294d1502e2a3543836ce4504962bf04e51bee45dd57294944a16a4fff9a743cc963b583d9e162e0a2994d5ad2f59","train","proporciona a adaptação do discurso ao contexto de fala.","2025-09-17T17:25:51.616111Z"
185,"1","2025-09-17T17:26:00.577660Z","Linguagens e Códigos",186,"Análise de Exemplo",8.152,"TEXTO DE REFERÊNCIA: Uma empresa de meteorologia lançou recentemente o satélite Tomorrow R‑1 através do Falcon 9, da Space X. Trata‑se do primeiro satélite de radar meteorológico construído de forma comercial.

O que você precisa saber

- O Tomorrow‑R1 se diferencia de outros satélites por usar um software próprio da empresa, enquanto a maioria dos satélites pertence a agências governamentais;
- Outro diferencial do satélite é que ele fornecerá dados muito mais amplos sobre clima;
- Nos próximos anos, a empresa pretende lançar mais duas dúzias desse mesmo tipo de satélite;
- Conforme relata a CNBC, o satélite, além de prever o tempo, é capaz de ajudar as empresas a se planejarem para um clima severo.

De acordo com Shimon Elkabetz, CEO e cofundador da empresa, a variedade de informações coletadas pelo satélite formam um conjunto de “clima das coisas”. O executivo afirma que o novo satélite significará uma revolução para a previsão do tempo: “Vamos criar uma revolução significativa quando se trata de previsão do tempo e modelagem climática, e seremos capazes de ajudar o Centro Nacional de Furacões a ter uma melhor previsão de furacões. Poderemos ajudar as seguradoras a trabalhar com agricultores na Índia e no Brasil, além de ajudar as companhias aéreas a voar do JFK para Londres em uma rota muito mais segura e gastando menos combustível”.

Ele também revelou que a empresa pretende lançar mais de duas dúzias de seus próprios satélites nos próximos dois anos. Com isso, será possível criar uma “constelação” de sistemas de monitoramento climático que terão a capacidade de coletar amostras de todos os pontos da Terra.

Pergunta: Qual é o principal aspecto inovador da nova tecnologia descrita no texto?
","1ccb82ef11ec3a85ef4aaea0cf671d21696956b59ed14780da241db5a5e73bbb3694353c185970fd2903f2320d52900dc34a8a073f6a36fe7b548c84fac7bff1","train","A construção de um satélite comercial de alcance amplo.","2025-09-17T17:26:00.577671Z"
186,"1","2025-09-17T17:26:05.273264Z","Ciências Humanas",187,"Conceitual",3.731,"TEXTO DE REFERÊNCIA: ""Se, portanto, 'o ser do qual não é possível pensar nada maior' existisse somente na inteligência, este mesmo ser, do qual não se pode pensar nada maior, tornar-se-ia o ser do qual é possível, ao contrário, pensar algo maior: o que, certamente, é absurdo. Logo, 'o ser do qual não se pode pensar nada maior' existe, sem dúvida, na inteligência e na realidade."" (ANSELMO DE CANTUÁRIA. Proslóquio.)

No fragmento, o filósofo medieval busca provar a existência de um ser divino a partir da","59c8d4f0c91d49a6d39651e1d44c51d837d3e43226a80187929b4ced4cc28fa0f19f3a2ec48e173ad9c439b44d3418f6e90424b46886ba2402cb1febaf985bd6","train","apresentação de uma justificativa lógica","2025-09-17T17:26:05.273274Z"
187,"1","2025-09-17T17:26:18.960230Z","Ciências Humanas",188,"Conceitual",12.387,"TEXTO DE REFERÊNCIA: O sonho de sociedade, se não una, pelo menos harmoniosa, perseguido pela Igreja, esbarrava nas realidades cruéis das oposições e das lutas sociais. O quase monopólio literário detido pelos clérigos, pelo menos até o século XIII, camufla a intensidade da luta de classes na Idade Média e pode dar a impressão de que só alguns laicos maus – senhores ou camponeses – tentavam, de tempos em tempos, perturbar a ordem social atacando as pessoas e os bens da Igreja.

LE GOFF, Jacques. A civilização do Ocidente medieval. São Paulo: Vozes, 2018. p. 288.

Entre as razões que dificultavam a Igreja a realizar seu projeto de unificação da Europa pelo ideal da cristandade estava o(a) ______.","34430f7e0bdf679bb48eed057e699a44fb23eda982f9dfeac04644543d0d24d84d993b4b2474fdbac372f2f31980e5cf4f3caed7843f155ded79647c14c1d32f","train","divisão da sociedade em estamentos","2025-09-17T17:26:18.960243Z"
188,"1","2025-09-17T17:26:23.286503Z","Linguagens e Códigos",189,"Análise de Exemplo",3.474,"TEXTO DE REFERÊNCIA: Retrato

Eu não tinha este rosto de hoje,

Assim calmo, assim triste, assim magro,

Nem estes olhos tão vazios,

Nem o lábio amargo.

Eu não tinha estas mãos sem força,

Tão paradas e frias e mortas;

Eu não tinha este coração

Que nem se mostra.


Eu não dei por esta mudança,

Tão simples, tão certa, tão fácil:

– Em que espelho ficou perdida

a minha face?

MEIRELES, C. Viagem. 2. ed. São Paulo: Global, 2012.

Na construção lírica do poema, o tom melancólico mostra uma visão fundada em que aspecto?","c3f22170f5acc5a4d6119ae7a437479c0028a366acd9f0ee077421e1ea1711ee4867837710f5c7fe85c4cd751d8f194697c57114f3a11dc666eeabf3448f6492","valid","na existência da imagem do presente não reconhecida pelo eu lírico","2025-09-17T17:26:23.286515Z"
189,"1","2025-09-17T17:26:31.136390Z","Ciências Humanas",190,"Conceitual",6.948,"TEXTO DE REFERÊNCIA: Fazendo longas filas à porta dos seis consulados da Itália, brasileiros tentam, com base em sua ascendência, obter passaportes italianos que lhes confeririam cidadania na União Europeia, com todas as vantagens trabalhistas e culturais decorrentes.

Da mesma forma que todas as histórias de imigrantes, esta começa no exterior. Entre 1875 e o início da Primeira Guerra Mundial, grandes levas deixaram a Itália. A maioria vinha do campo e passava por grandes dificuldades causadas pela concorrência mundial.
LESSER, J. A invenção da brasilidade : identidade nacional, etnicidade e políticas de imigração. Tradução de Patrícia de Queiroz Carvalho Zimbres. São Paulo: Editora Unesp, 2015. p. 135.

Qual foi um dos principais fatores que motivou a imigração italiana para o Brasil, segundo o texto?","6a2038cc39610022a9e83cbee554c6d3ec77f493affccb9a75d141e5582d5a2ba06cccb8cfb10e70615a713ebacd68b69095a94b1d85f88c01ec7208d3fcd6bc","test","a crise econômica instalada na Itália ocasionada por uma política monetária ineficaz","2025-09-17T17:26:31.136401Z"
190,"1","2025-09-17T17:26:37.642180Z","Ciências Humanas",191,"Comparativo",5.607,"TEXTO DE REFERÊNCIA:

**TEXTO I**

A pólis de Elis, pela proximidade do Santuário de Olímpia, é a responsável pela organização dos jogos, que ocorrem a cada quatro anos, e pelo envio de arautos às demais pólis anunciando a data exata da competição e o período de Trégua Sagrada. Os jogos são em honra a Zeus e as vitórias também são dedicadas ao pai de todos os deuses e mortais. Só há um vencedor em cada modalidade esportiva, o qual é compreendido como um escolhido dos deuses. A vitória não traz glória apenas para o atleta, mas também para a pólis que ele representa, a qual o retribui com reconhecimento e alimentação gratuita pelo resto da sua vida. Para a pólis, ter um cidadão seu como vencedor olímpico é uma demonstração de força para os seus inimigos e de preferência pelos deuses em relação às demais pólis. Isso traz ao mesmo tempo um respeito e um temor por parte das demais cidades‑estado.

SILVA, P. L.; DUARTE, C. G. Dos Jogos Olímpicos da Antiguidade às olimpíadas de matemática: a constituição de atletas. Boletim online de Educação Matemática, Florianópolis, v. 8, n. 17, p. 164‑179, nov. 2020.

**TEXTO II**

A ideia do renascimento dos Jogos Olímpicos não foi uma fantasia passageira: foi a culminação lógica de um grande momento. O século XIX presenciou o prazer pelos exercícios físicos renascer em todos os lugares [...]. Ao mesmo tempo, as grandes invenções, as ferrovias e o telégrafo, conectaram distâncias e a humanidade passou a viver uma nova existência. As pessoas se misturaram, conheceram‑se melhor e imediatamente passaram a se comparar. O que um conseguia o outro desejava conseguir também. Exibições universais trouxeram para uma localidade produtos de todo o mundo, congressos científicos ou literários reuniram as variadas forças intelectuais. Então como poderiam os atletas não buscar se reunirem, já que a rivalidade é a base do atletismo e na realidade a razão de sua existência?

COUBERTIN, P. Disponível em: <www.educadores.diaadia.pr.gov.br>. Acesso em: 22 out. 2023 (Adaptação).

Como os textos estabelecem uma conexão entre a Antiguidade e o mundo contemporâneo?","da891b661e44718119c5f35ed06e3a00049115c3a39ce3821d29bc74e057b9a4890b4af587bba916ea1aae2f38273681d0dab57ff9715894032b8e6568cd2260","train","Evidenciando o espírito competitivo presente nas sociedades.","2025-09-17T17:26:37.642196Z"
